,id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url,Artist Entity
1679,18243,Amar Kanwar,,born 1964,1964.0,,,,http://www.tate.org.uk/art/artists/amar-kanwar-18243,Q454717
2378,10282,Melik Ohanian,,born 1969,1969.0,,,,http://www.tate.org.uk/art/artists/melik-ohanian-10282,Q3305059
